"EnsemblGeneID","WaldStatistic"
"ENSG00000145908",6.84019582344368
"ENSG00000156509",6.83995341949399
"ENSG00000105323",6.8391172620851
"ENSG00000141646",6.83690415684938
"ENSG00000174652",6.83620995433973
"ENSG00000105866",6.82939579833222
"ENSG00000203760",6.82717140078614
"ENSG00000092421",6.82681638174202
"ENSG00000145365",6.82279070975431
"ENSG00000123411",6.8084610996999
"ENSG00000159086",6.8067598523327
"ENSG00000108055",6.80638792520291
"ENSG00000157500",6.80019630176749
"ENSG00000154839",6.79838124870835
"ENSG00000206344",6.7955238969263
"ENSG00000164099",6.79531732121032
"ENSG00000205832",6.79245735055963
"ENSG00000145916",6.7918849126082
"ENSG00000102054",6.7910958005978
"ENSG00000164236",6.78906839823759
"ENSG00000129071",6.78866081276297
"ENSG00000211672",6.78830074431735
"ENSG00000172795",6.78336304270974
"ENSG00000167895",6.78017370494919
"ENSG00000196872",6.76843490982241
"ENSG00000141682",6.76694962433681
"ENSG00000183844",6.76539920621078
"ENSG00000100479",6.76080500062274
"ENSG00000076555",6.7593248636469
"ENSG00000145833",6.75443628903995
"ENSG00000005961",6.75201395648417
"ENSG00000114026",6.74994410814236
"ENSG00000180929",6.74785367131765
"ENSG00000244593",6.74543729779095
"ENSG00000245573",6.74361906566277
"ENSG00000106804",6.74103206320446
"ENSG00000044459",6.73915132914333
"ENSG00000112246",6.73577925089212
"ENSG00000230266",6.72823158806621
"ENSG00000253522",6.71474442776601
"ENSG00000100150",6.71429853261428
"ENSG00000088992",6.70726440967538
"ENSG00000156398",6.7064963055498
"ENSG00000283683",6.70581339519841
"ENSG00000142856",6.69559417450216
"ENSG00000132436",6.68514993277203
"ENSG00000174567",6.68374961597418
"ENSG00000141293",6.68269410334294
"ENSG00000070759",6.68018167016869
"ENSG00000167604",6.67703680445666
"ENSG00000178852",6.67668904978976
"ENSG00000105639",6.67424598069176
"ENSG00000143442",6.67069666717906
"ENSG00000145248",6.6659929602455
"ENSG00000183763",6.66551194102274
"ENSG00000149679",6.66530478381949
"ENSG00000163507",6.66362175689934
"ENSG00000103522",6.66173642785107
"ENSG00000147536",6.65958611743616
"ENSG00000138346",6.65941369551574
"ENSG00000083642",6.65685879724025
"ENSG00000285609",6.65674308168428
"ENSG00000026103",6.65356894286067
"ENSG00000102048",6.6528695829765
"ENSG00000119715",6.65149761696497
"ENSG00000259663",6.648614621626
"ENSG00000172869",6.64364407071027
"ENSG00000063127",6.63986971740115
"ENSG00000265479",6.6316289645126
