"Gene","Ensembl_ID","Direction","BaseMean","log2FC","Pvalue","FDR"
"TCERG1L","ENSG00000176769.9","Higher in HPV-positive",37.26,1.788,0.000103,0.000595
"CNFN","ENSG00000105427.10","Higher in HPV-negative",12046.71,-1.517,0.000103,0.000597
"COQ8A","ENSG00000163050.18","Higher in HPV-positive",5.52,1.055,0.000104,0.000601
"AC091435.2","ENSG00000250629.1","Higher in HPV-positive",1.16,1.776,0.000104,0.000602
"AC004817.3","ENSG00000269927.1","Higher in HPV-negative",12.68,-1.561,0.000104,0.000603
"GPA33","ENSG00000143167.12","Higher in HPV-positive",17.1,1.261,0.000104,0.000603
"NOS1","ENSG00000089250.19","Higher in HPV-negative",625.07,-1.558,0.000105,0.000606
"RPL7AP26","ENSG00000214988.4","Higher in HPV-positive",1.8,1.396,0.000106,0.000609
"OSTN-AS1","ENSG00000233308.2","Higher in HPV-positive",2.09,1.987,0.000108,0.000619
"SLC9A2","ENSG00000115616.3","Higher in HPV-positive",375.72,1.613,0.000108,0.000619
"FAM83C-AS1","ENSG00000235214.1","Higher in HPV-negative",8.43,-1.145,0.000108,0.000623
"ADAM12","ENSG00000148848.14","Higher in HPV-negative",4563.59,-1.064,0.000109,0.000626
"S100A12","ENSG00000163221.9","Higher in HPV-negative",1390.14,-1.528,0.000109,0.000627
"AC244102.4","ENSG00000287394.1","Higher in HPV-negative",48.84,-2.939,0.00011,0.000629
"AL512378.1","ENSG00000218713.1","Higher in HPV-positive",2.06,1.695,0.00011,0.000633
"AC018926.1","ENSG00000274765.1","Higher in HPV-positive",1.9,1.052,0.000111,0.000636
"LINC00470","ENSG00000132204.14","Higher in HPV-negative",23.65,-2.639,0.000111,0.000638
"LINC02251","ENSG00000258483.4","Higher in HPV-negative",1.88,-1.939,0.000111,0.000638
"NDNF","ENSG00000173376.14","Higher in HPV-negative",99.52,-1.32,0.000111,0.000638
"S100A7","ENSG00000143556.9","Higher in HPV-negative",35252.12,-1.697,0.000112,0.000639
"AC078883.3","ENSG00000278924.1","Higher in HPV-negative",7.17,-1.122,0.000112,0.000641
"AP000757.1","ENSG00000254528.7","Higher in HPV-positive",2.05,1.663,0.000113,0.000643
"TFPI2-DT","ENSG00000234695.1","Higher in HPV-negative",5.3,-1.211,0.000113,0.000647
"AC021683.5","ENSG00000285535.2","Higher in HPV-positive",5.78,1.379,0.000113,0.000648
"TAF5LP1","ENSG00000267369.1","Higher in HPV-positive",37.22,1.1,0.000114,0.00065
"LINC00893","ENSG00000241769.7","Higher in HPV-positive",7.31,1.086,0.000114,0.00065
"AC104088.1","ENSG00000232555.2","Higher in HPV-negative",11.3,-1.175,0.000114,0.000652
"AC073257.2","ENSG00000237614.3","Higher in HPV-negative",8.21,-1.062,0.000114,0.000653
"KCNT1","ENSG00000107147.14","Higher in HPV-positive",22.06,1.279,0.000115,0.000654
"KIF6","ENSG00000164627.18","Higher in HPV-negative",30.45,-1.141,0.000115,0.000654
"AC027117.1","ENSG00000253671.3","Higher in HPV-positive",17.99,1.207,0.000115,0.000654
"KCNE5","ENSG00000176076.7","Higher in HPV-negative",13.58,-1.041,0.000115,0.000655
"AC124276.1","ENSG00000254991.1","Higher in HPV-negative",9.94,-1.461,0.000115,0.000655
"TH","ENSG00000180176.15","Higher in HPV-negative",162.47,-1.842,0.000116,0.000663
"AC093083.1","ENSG00000235337.1","Higher in HPV-negative",3.12,-1.521,0.000117,0.000664
"AC034238.1","ENSG00000240535.8","Higher in HPV-positive",1.84,1.429,0.000117,0.000664
"COL10A1","ENSG00000123500.10","Higher in HPV-negative",2682.92,-1.416,0.000117,0.000664
"SLC35D3","ENSG00000182747.5","Higher in HPV-positive",4.74,1.798,0.000117,0.000664
"GRIA1","ENSG00000155511.18","Higher in HPV-negative",6.18,-1.508,0.000117,0.000664
"AC013643.3","ENSG00000279302.3","Higher in HPV-positive",2.47,1.706,0.000117,0.000665
"TRBC2","ENSG00000211772.11","Higher in HPV-positive",908.43,1.036,0.000117,0.000665
"IRAG2","ENSG00000118308.15","Higher in HPV-positive",328.78,1.181,0.000119,0.000673
"AC104836.1","ENSG00000273487.1","Higher in HPV-positive",2.06,1.171,0.000119,0.000678
"SLC16A9","ENSG00000165449.11","Higher in HPV-negative",864.52,-1.251,0.00012,0.000678
"LINC02178","ENSG00000261092.1","Higher in HPV-negative",66.95,-1.373,0.00012,0.000682
"C11orf42","ENSG00000180878.3","Higher in HPV-positive",4.13,1.017,0.000121,0.000685
"AC092119.2","ENSG00000274460.1","Higher in HPV-positive",11.02,1.027,0.000121,0.000688
"AC087222.1","ENSG00000262663.1","Higher in HPV-positive",4.76,1.132,0.000122,0.00069
"SOHLH1","ENSG00000165643.11","Higher in HPV-positive",222.33,3.423,0.000122,0.000691
"HEATR9","ENSG00000270379.6","Higher in HPV-positive",3.75,1.347,0.000122,0.000692
"IDO2","ENSG00000188676.13","Higher in HPV-positive",11.7,1.187,0.000122,0.000693
"CXCR3","ENSG00000186810.8","Higher in HPV-positive",257.99,1.148,0.000123,0.000693
"MKRN4P","ENSG00000238222.3","Higher in HPV-negative",9.52,-1.68,0.000123,0.000697
"AL589843.2","ENSG00000233820.2","Higher in HPV-positive",6.45,1.249,0.000124,0.000701
"TBX5","ENSG00000089225.20","Higher in HPV-negative",24.23,-2.143,0.000125,0.000706
"AL033523.1","ENSG00000228793.2","Higher in HPV-negative",130.78,-1.579,0.000125,0.000706
"MAGEC1","ENSG00000155495.9","Higher in HPV-negative",63.28,-4.286,0.000126,0.000708
"QPRT","ENSG00000103485.19","Higher in HPV-negative",343.54,-1.055,0.000127,0.000716
"AC104463.2","ENSG00000226862.1","Higher in HPV-positive",2.29,1.36,0.000127,0.000718
"LINC02607","ENSG00000228971.3","Higher in HPV-negative",11.75,-1.364,0.000128,0.000719
"AL122008.3","ENSG00000233332.1","Higher in HPV-negative",4.57,-1.659,0.000128,0.00072
"LINP1","ENSG00000223784.2","Higher in HPV-negative",130.45,-1.358,0.000128,0.000721
"AL135818.3","ENSG00000286607.1","Higher in HPV-negative",38.93,-1.316,0.00013,0.000729
"AC011374.1","ENSG00000260581.1","Higher in HPV-negative",265.84,-1.193,0.00013,0.00073
"AP001994.1","ENSG00000254406.1","Higher in HPV-positive",1.41,1.959,0.00013,0.000731
"TEX41","ENSG00000226674.11","Higher in HPV-negative",55.77,-1.21,0.000131,0.000738
"AC079140.5","ENSG00000251689.1","Higher in HPV-positive",2.33,2.271,0.000132,0.00074
"AL117327.1","ENSG00000281091.3","Higher in HPV-negative",10.03,-1.156,0.000132,0.000744
"LGALS9C","ENSG00000171916.17","Higher in HPV-negative",208.28,-1.314,0.000133,0.000744
"CREG2","ENSG00000175874.10","Higher in HPV-negative",410.83,-1.338,0.000133,0.000745
"AC008786.1","ENSG00000286853.1","Higher in HPV-negative",1.37,-3.029,0.000134,0.000749
"AL354754.1","ENSG00000231901.1","Higher in HPV-positive",1.91,2.711,0.000135,0.000756
"AC097369.4","ENSG00000287595.1","Higher in HPV-positive",2.36,1.278,0.000135,0.000756
"AC069499.2","ENSG00000276763.1","Higher in HPV-positive",1.54,1.404,0.000136,0.000759
"AC107464.2","ENSG00000272927.1","Higher in HPV-positive",5.38,1.36,0.000136,0.000761
"KHSRPP1","ENSG00000229835.2","Higher in HPV-negative",25.7,-1.341,0.000136,0.000762
"CCDC160","ENSG00000203952.9","Higher in HPV-positive",9.1,1.853,0.000137,0.000765
"TSSC2","ENSG00000223756.7","Higher in HPV-negative",34.74,-1.276,0.000137,0.000766
"L1CAM","ENSG00000198910.14","Higher in HPV-negative",1034.63,-1.343,0.000137,0.000766
"PCDHGA3","ENSG00000254245.3","Higher in HPV-negative",18.67,-1.098,0.000137,0.000767
"E2F6P4","ENSG00000231513.3","Higher in HPV-negative",6.25,-2.71,0.000138,0.000768
"NETO1","ENSG00000166342.19","Higher in HPV-negative",42.22,-1.556,0.000138,0.000771
"BEND5","ENSG00000162373.13","Higher in HPV-positive",55.95,1.163,0.00014,0.000778
"EPHX3","ENSG00000105131.8","Higher in HPV-positive",1118.98,1.565,0.00014,0.000781
"ACTG1P15","ENSG00000259904.1","Higher in HPV-positive",5.84,1.046,0.000143,0.000794
"AC004980.3","ENSG00000230305.2","Higher in HPV-positive",2.43,1.418,0.000144,0.000796
"MIR181A2HG","ENSG00000224020.1","Higher in HPV-negative",12.38,-1.048,0.000144,0.000797
"PARP15","ENSG00000173200.13","Higher in HPV-positive",91.32,1.039,0.000144,0.000798
"ARSI","ENSG00000183876.9","Higher in HPV-negative",2120.88,-1.094,0.000144,0.000798
"TAS1R1","ENSG00000173662.21","Higher in HPV-negative",18.97,-1.429,0.000145,0.000801
"NUP210L","ENSG00000143552.9","Higher in HPV-positive",5.8,1.172,0.000146,0.000806
"AC243960.1","ENSG00000268027.5","Higher in HPV-positive",24.13,1.064,0.000146,0.000807
"RN7SKP80","ENSG00000202058.1","Higher in HPV-positive",3.76,1.145,0.000147,0.000811
"FLJ30679","ENSG00000280278.1","Higher in HPV-negative",4.53,-1.085,0.000147,0.000814
"AC087783.1","ENSG00000271369.1","Higher in HPV-negative",38.64,-2.048,0.000147,0.000814
"AC124248.1","ENSG00000259704.2","Higher in HPV-negative",22.9,-1,0.000149,0.000819
"LINC00612","ENSG00000214851.5","Higher in HPV-positive",3.71,1.019,0.000149,0.000823
"ALX4","ENSG00000052850.8","Higher in HPV-negative",68.65,-1.605,0.00015,0.000824
"AC104472.5","ENSG00000288032.1","Higher in HPV-positive",1.44,1.467,0.00015,0.000826
"AC093001.1","ENSG00000244468.1","Higher in HPV-positive",3.32,2.356,0.00015,0.000826
"GSTA1","ENSG00000243955.6","Higher in HPV-positive",750.73,2.504,0.00015,0.000827
"CATIP-AS2","ENSG00000237281.1","Higher in HPV-positive",1.32,1.449,0.000151,0.000831
"LINC01623","ENSG00000225595.2","Higher in HPV-positive",0.9,2.068,0.000151,0.000832
"SFRP1","ENSG00000104332.12","Higher in HPV-negative",2629.58,-1.45,0.000151,0.000832
"ENHO","ENSG00000168913.7","Higher in HPV-positive",7.6,1.305,0.000152,0.000833
"ODAPH","ENSG00000174792.11","Higher in HPV-negative",34.75,-1.546,0.000153,0.000837
"AL031733.2","ENSG00000241666.2","Higher in HPV-positive",4.41,1.284,0.000154,0.000842
"BPIFB4","ENSG00000186191.8","Higher in HPV-positive",8.99,2.183,0.000154,0.000845
"RTP5","ENSG00000188011.5","Higher in HPV-positive",3.8,1.505,0.000154,0.000846
"ZFP28","ENSG00000196867.8","Higher in HPV-positive",143.39,1.012,0.000155,0.000847
"TMEM74","ENSG00000164841.5","Higher in HPV-positive",25.65,1.043,0.000156,0.000852
"CTSW","ENSG00000172543.8","Higher in HPV-positive",368.58,1.063,0.000156,0.000852
"AOC4P","ENSG00000260105.6","Higher in HPV-positive",3.33,1.231,0.000156,0.000853
"GUSBP9","ENSG00000215630.6","Higher in HPV-positive",2.63,1.04,0.000156,0.000854
"AP000844.2","ENSG00000238117.1","Higher in HPV-negative",4.45,-2.53,0.000156,0.000854
"AP001178.3","ENSG00000266456.1","Higher in HPV-positive",2.57,1.309,0.000157,0.000855
"SSTR5","ENSG00000162009.8","Higher in HPV-positive",23.41,1.631,0.000157,0.000857
"RHBG","ENSG00000132677.13","Higher in HPV-negative",25.24,-1.296,0.000158,0.00086
"ZSCAN5DP","ENSG00000267908.2","Higher in HPV-positive",2.05,1.419,0.000159,0.000866
"AZGP1P1","ENSG00000214313.8","Higher in HPV-negative",6.91,-2.168,0.000159,0.000867
"GPHA2","ENSG00000149735.7","Higher in HPV-positive",3.94,2.025,0.00016,0.000871
"RGL4","ENSG00000159496.14","Higher in HPV-positive",30.83,1.002,0.00016,0.000871
"AL117344.1","ENSG00000218631.1","Higher in HPV-positive",1.62,1.377,0.000161,0.000876
"AJAP1","ENSG00000196581.11","Higher in HPV-negative",727.33,-1.465,0.000161,0.000877
"SMILR","ENSG00000255364.1","Higher in HPV-negative",24.21,-1.124,0.000162,0.00088
"AL355102.4","ENSG00000258793.1","Higher in HPV-negative",5.42,-1.236,0.000162,0.000882
"GRP","ENSG00000134443.10","Higher in HPV-negative",73.53,-1.594,0.000164,0.000889
"AL355601.1","ENSG00000234692.1","Higher in HPV-negative",6.04,-1.42,0.000165,0.000893
"MAGEL2","ENSG00000254585.5","Higher in HPV-negative",35.35,-1.248,0.000165,0.000893
"AP002008.1","ENSG00000254980.1","Higher in HPV-negative",1.76,-1.93,0.000165,0.000893
"PAPPA-AS2","ENSG00000226604.2","Higher in HPV-positive",1.53,1.523,0.000165,0.000895
"GLP2R","ENSG00000065325.13","Higher in HPV-negative",9.3,-1.474,0.000166,0.000897
"RPL23AP11","ENSG00000230988.3","Higher in HPV-negative",17.37,-1.54,0.000166,0.000898
"CR589904.2","ENSG00000286015.1","Higher in HPV-negative",24.13,-2.474,0.000166,9e-04
"AC097451.1","ENSG00000250657.1","Higher in HPV-negative",2.78,-3.003,0.000167,0.000903
"H2BW1","ENSG00000123569.8","Higher in HPV-negative",5.69,-2.169,0.000167,0.000903
"TRBC1","ENSG00000211751.9","Higher in HPV-positive",563.46,1.007,0.000168,0.000908
"AC087672.2","ENSG00000254288.1","Higher in HPV-positive",4.32,1.137,0.000168,0.000909
"TLR10","ENSG00000174123.11","Higher in HPV-positive",90.76,1.157,0.000168,0.000909
"AC008443.7","ENSG00000286644.1","Higher in HPV-positive",2.19,1.229,0.000169,0.000912
"SMPD3","ENSG00000103056.12","Higher in HPV-negative",332.24,-1.179,0.000169,0.000912
"VNN1","ENSG00000112299.8","Higher in HPV-positive",265.15,1.333,0.00017,0.000915
"AC096719.1","ENSG00000250039.4","Higher in HPV-negative",3.62,-1.539,0.00017,0.000915
"AC105046.2","ENSG00000287812.1","Higher in HPV-positive",3.29,1.298,0.000171,0.00092
"AC010595.1","ENSG00000250874.1","Higher in HPV-negative",27.09,-1.656,0.000171,0.000922
"MIR200A","ENSG00000207607.3","Higher in HPV-positive",2.47,1.38,0.000171,0.000922
"AC107074.1","ENSG00000249184.2","Higher in HPV-negative",2.39,-2.51,0.000172,0.000925
"INSYN2A","ENSG00000188916.9","Higher in HPV-positive",24.08,1.018,0.000172,0.000926
"COLCA2","ENSG00000214290.8","Higher in HPV-positive",115.08,1.252,0.000172,0.000926
"ABCA12","ENSG00000144452.15","Higher in HPV-negative",3471.05,-1.092,0.000173,0.000932
"NRXN1","ENSG00000179915.24","Higher in HPV-positive",58.76,1.78,0.000174,0.000935
"AC018809.1","ENSG00000269894.1","Higher in HPV-positive",2.82,1.111,0.000174,0.000936
"AC037487.1","ENSG00000265912.1","Higher in HPV-positive",2.45,1.325,0.000175,0.000938
"IGHV1-58","ENSG00000211968.3","Higher in HPV-positive",338.12,2.087,0.000176,0.000943
"AC015969.1","ENSG00000203395.2","Higher in HPV-positive",0.76,2.09,0.000177,0.000948
"NCR3","ENSG00000204475.10","Higher in HPV-positive",27.13,1.072,0.000179,0.000958
"MIR31HG","ENSG00000171889.5","Higher in HPV-negative",415.8,-1.337,0.000179,0.00096
"GLOD5","ENSG00000171433.12","Higher in HPV-positive",2.42,1.484,0.00018,0.000962
"AP000251.1","ENSG00000237594.2","Higher in HPV-positive",26.04,1.059,0.00018,0.000962
"AC079760.2","ENSG00000243144.7","Higher in HPV-negative",7.29,-1.594,0.00018,0.000962
"ADGRB1","ENSG00000181790.11","Higher in HPV-negative",155.81,-1.307,0.00018,0.000963
"GLDC","ENSG00000178445.10","Higher in HPV-negative",873.43,-1.717,0.00018,0.000963
"AL031848.1","ENSG00000231868.1","Higher in HPV-positive",4.39,1.351,0.000182,0.00097
"AC078845.1","ENSG00000232053.7","Higher in HPV-negative",31.68,-1.254,0.000182,0.000972
"ECM1","ENSG00000143369.15","Higher in HPV-negative",12772.07,-1.039,0.000183,0.000973
"AL031432.2","ENSG00000261349.1","Higher in HPV-positive",7.98,1.072,0.000183,0.000973
"AL121845.4","ENSG00000274501.1","Higher in HPV-positive",2.2,1.026,0.000183,0.000973
"AC011491.2","ENSG00000269444.1","Higher in HPV-positive",1.09,1.589,0.000184,0.00098
"AC040173.1","ENSG00000263257.3","Higher in HPV-negative",4.53,-1.703,0.000186,0.000988
"WFIKKN1","ENSG00000127578.7","Higher in HPV-positive",40.76,1.019,0.000186,0.000991
"LINC01203","ENSG00000226985.7","Higher in HPV-negative",6.27,-1.196,0.000187,0.000992
"IGHV2-70","ENSG00000274576.2","Higher in HPV-positive",446.15,1.949,0.000187,0.000992
"MIR99AHG","ENSG00000215386.13","Higher in HPV-positive",149.99,1.116,0.000187,0.000995
"ANKRD31","ENSG00000145700.10","Higher in HPV-negative",41.06,-1.375,0.000188,0.000996
"LINC01116","ENSG00000163364.10","Higher in HPV-negative",277.18,-1.011,0.000189,0.001
"CPEB1-AS1","ENSG00000259462.3","Higher in HPV-positive",1.1,1.445,0.00019,0.001
"AC000065.1","ENSG00000286742.1","Higher in HPV-negative",5.28,-1.004,0.00019,0.001
"LINC01537","ENSG00000227467.3","Higher in HPV-negative",23.24,-1.218,0.00019,0.00101
"FAM133A","ENSG00000179083.6","Higher in HPV-negative",26.73,-2.47,0.000192,0.00101
"CDH16","ENSG00000166589.13","Higher in HPV-negative",347.79,-1.585,0.000192,0.00101
"IGHV3-20","ENSG00000211946.3","Higher in HPV-positive",308.54,1.939,0.000194,0.00102
"CYP4A22","ENSG00000162365.12","Higher in HPV-positive",0.96,1.967,0.000194,0.00103
"AP001931.1","ENSG00000254732.2","Higher in HPV-positive",5.27,1.004,0.000195,0.00103
"PSIP1P1","ENSG00000234297.2","Higher in HPV-positive",1.38,1.241,0.000195,0.00103
"CST6","ENSG00000175315.3","Higher in HPV-negative",862.24,-1.325,0.000196,0.00103
"GAP43","ENSG00000172020.13","Higher in HPV-negative",112.01,-1.332,0.000197,0.00104
"SIRPG","ENSG00000089012.14","Higher in HPV-positive",205.92,1.047,0.000197,0.00104
"AL353693.1","ENSG00000229312.2","Higher in HPV-negative",5.14,-1.863,0.000197,0.00104
"KRT15","ENSG00000171346.16","Higher in HPV-positive",36106.36,1.252,0.000198,0.00104
"RN7SL659P","ENSG00000244104.3","Higher in HPV-negative",3.62,-2.618,0.000199,0.00105
"AC097717.1","ENSG00000232732.11","Higher in HPV-positive",3.81,1.193,0.000199,0.00105
"CHRM5","ENSG00000184984.10","Higher in HPV-negative",11.75,-1.357,2e-04,0.00105
"LIPM","ENSG00000173239.14","Higher in HPV-negative",23.71,-2.016,2e-04,0.00105
"AC074138.1","ENSG00000276071.1","Higher in HPV-positive",2.87,1.125,2e-04,0.00105
"AL022334.2","ENSG00000273044.1","Higher in HPV-positive",1.35,2.23,0.000201,0.00106
"CEL","ENSG00000170835.16","Higher in HPV-positive",664.07,1.661,0.000202,0.00106
"AC108097.1","ENSG00000260183.1","Higher in HPV-negative",1.78,-2.268,0.000202,0.00106
"AC034139.1","ENSG00000287401.1","Higher in HPV-positive",6.82,1.051,0.000202,0.00106
"AL356292.1","ENSG00000236713.1","Higher in HPV-negative",3.72,-1.915,0.000203,0.00106
"RFTN1P1","ENSG00000234795.10","Higher in HPV-negative",40.58,-2.839,0.000203,0.00107
"LINC02068","ENSG00000223387.6","Higher in HPV-positive",22.24,1.165,0.000204,0.00107
"FCRL3","ENSG00000160856.21","Higher in HPV-positive",93.81,1.27,0.000206,0.00108
"AC073316.1","ENSG00000217455.8","Higher in HPV-negative",8.35,-1.67,0.000208,0.00109
"AC027329.1","ENSG00000285831.1","Higher in HPV-negative",51.4,-1.311,0.000211,0.0011
"HHIPL2","ENSG00000143512.13","Higher in HPV-negative",34.12,-1.504,0.000211,0.0011
"SPRR2B","ENSG00000196805.7","Higher in HPV-negative",2514.17,-1.828,0.000211,0.0011
"RNF133","ENSG00000188050.3","Higher in HPV-positive",1.53,1.104,0.000212,0.00111
"LINC01186","ENSG00000236751.2","Higher in HPV-negative",24.81,-1.213,0.000213,0.00111
"AJ239322.1","ENSG00000235615.2","Higher in HPV-positive",0.93,2.402,0.000213,0.00111
"SCML4","ENSG00000146285.14","Higher in HPV-positive",62.27,1.184,0.000214,0.00111
"LINC01704","ENSG00000231666.7","Higher in HPV-negative",6.61,-1.224,0.000215,0.00112
"IFNK","ENSG00000147896.3","Higher in HPV-negative",11.99,-2.096,0.000217,0.00113
"PYHIN1","ENSG00000163564.15","Higher in HPV-positive",100.1,1.025,0.000217,0.00113
"TTLL11-IT1","ENSG00000237548.1","Higher in HPV-negative",32.57,-1.417,0.000219,0.00114
"AC138466.5","ENSG00000279640.1","Higher in HPV-positive",2.59,1.088,0.00022,0.00114
"CLIC3","ENSG00000169583.13","Higher in HPV-negative",1929.75,-1.17,0.000221,0.00114
"AC128687.3","ENSG00000287805.1","Higher in HPV-positive",0.99,1.756,0.000221,0.00115
"AL022724.2","ENSG00000234427.1","Higher in HPV-positive",5.32,1.659,0.000222,0.00115
"AC246817.1","ENSG00000253853.3","Higher in HPV-positive",7.02,1.475,0.000224,0.00116
"AC092652.2","ENSG00000283994.1","Higher in HPV-positive",1.94,1.058,0.000225,0.00116
"FAM167A","ENSG00000154319.16","Higher in HPV-negative",578.93,-1.017,0.000225,0.00116
"GULOP","ENSG00000234770.1","Higher in HPV-positive",0.94,1.478,0.000225,0.00117
"DLX3","ENSG00000064195.7","Higher in HPV-negative",889.27,-1.08,0.000226,0.00117
"CLDN8","ENSG00000156284.6","Higher in HPV-negative",164.78,-2.155,0.000227,0.00117
"AC004584.3","ENSG00000263120.1","Higher in HPV-positive",3.51,1.24,0.000227,0.00117
"PDLIM3","ENSG00000154553.16","Higher in HPV-positive",2435.91,1.331,0.000227,0.00117
"STXBP6","ENSG00000168952.15","Higher in HPV-positive",116.59,1.313,0.000227,0.00117
"AL022069.2","ENSG00000280057.1","Higher in HPV-positive",1.94,1.241,0.000229,0.00118
"CELSR3","ENSG00000008300.17","Higher in HPV-positive",734.18,1.012,0.000229,0.00118
"TENT5B","ENSG00000158246.8","Higher in HPV-negative",3596.47,-1.126,0.00023,0.00118
"AP000820.1","ENSG00000255605.1","Higher in HPV-negative",1.63,-2.092,0.000231,0.00119
"DAB1","ENSG00000173406.16","Higher in HPV-negative",22.79,-1.192,0.000231,0.00119
"AP000317.1","ENSG00000214955.5","Higher in HPV-negative",2.2,-1.524,0.000231,0.00119
"AL354809.1","ENSG00000273507.5","Higher in HPV-positive",2.27,1.005,0.000231,0.00119
"GPR89P","ENSG00000216915.2","Higher in HPV-negative",6.01,-1.905,0.000232,0.00119
"AC138649.1","ENSG00000274253.5","Higher in HPV-positive",5.05,1.403,0.000232,0.00119
"AL023755.1","ENSG00000228697.4","Higher in HPV-negative",7.06,-1.26,0.000232,0.00119
"PSG3","ENSG00000221826.10","Higher in HPV-positive",1.06,1.961,0.000233,0.0012
"AC060234.2","ENSG00000233665.8","Higher in HPV-positive",1.81,1.143,0.000233,0.0012
"TMEM163","ENSG00000152128.13","Higher in HPV-positive",130.3,1.185,0.000233,0.0012
"AC007731.5","ENSG00000287446.1","Higher in HPV-negative",1.8,-2.05,0.000233,0.0012
"ZNF831","ENSG00000124203.6","Higher in HPV-positive",125.7,1.162,0.000234,0.0012
"AC018866.1","ENSG00000229774.1","Higher in HPV-negative",1.66,-2.974,0.000234,0.0012
"AC093599.1","ENSG00000249022.2","Higher in HPV-negative",5.69,-1.41,0.000237,0.00121
"AL035696.1","ENSG00000205653.2","Higher in HPV-negative",1.27,-3.097,0.000238,0.00122
"RPS6P12","ENSG00000233309.1","Higher in HPV-negative",1.92,-2.153,0.000238,0.00122
"AC096637.2","ENSG00000231057.4","Higher in HPV-positive",3.54,1.3,0.000244,0.00125
"KLF15","ENSG00000163884.4","Higher in HPV-positive",54.34,1.195,0.000247,0.00126
